지역명,규모구분,연도,월,분양가격(제곱미터)
인천,전용면적 85제곱미터초과 102제곱미터이하,2016,04,3545
인천,전용면적 102제곱미터초과,2016,04,4839
경기,모든면적,2016,04,3199
경기,전용면적 60제곱미터이하,2016,04,3400
경기,전용면적 60제곱미터초과 85제곱미터이하,2016,04,3243
경기,전용면적 85제곱미터초과 102제곱미터이하,2016,04,3395
경기,전용면적 102제곱미터초과,2016,04,3611
부산,모든면적,2016,04,3169
부산,전용면적 60제곱미터이하,2016,04,2973
부산,전용면적 60제곱미터초과 85제곱미터이하,2016,04,3087
부산,전용면적 85제곱미터초과 102제곱미터이하,2016,04,2930
부산,전용면적 102제곱미터초과,2016,04,3727
대구,모든면적,2016,04,3132
대구,전용면적 60제곱미터이하,2016,04,3341
대구,전용면적 60제곱미터초과 85제곱미터이하,2016,04,3168
대구,전용면적 85제곱미터초과 102제곱미터이하,2016,04,2539
대구,전용면적 102제곱미터초과,2016,04,2743
광주,모든면적,2016,04,2700
광주,전용면적 60제곱미터이하,2016,04,2600
광주,전용면적 60제곱미터초과 85제곱미터이하,2016,04,2696
광주,전용면적 85제곱미터초과 102제곱미터이하,2016,04,2754
광주,전용면적 102제곱미터초과,2016,04,3518
대전,모든면적,2016,04,2449
대전,전용면적 60제곱미터이하,2016,04,2529
대전,전용면적 60제곱미터초과 85제곱미터이하,2016,04,2425
대전,전용면적 85제곱미터초과 102제곱미터이하,2016,04,
대전,전용면적 102제곱미터초과,2016,04,
울산,모든면적,2016,04,3072
울산,전용면적 60제곱미터이하,2016,04,2586
울산,전용면적 60제곱미터초과 85제곱미터이하,2016,04,3076
울산,전용면적 85제곱미터초과 102제곱미터이하,2016,04,2663
울산,전용면적 102제곱미터초과,2016,04,2967
세종,모든면적,2016,04,2680
세종,전용면적 60제곱미터이하,2016,04,2656
세종,전용면적 60제곱미터초과 85제곱미터이하,2016,04,2699
세종,전용면적 85제곱미터초과 102제곱미터이하,2016,04,2654
세종,전용면적 102제곱미터초과,2016,04,2714
강원,모든면적,2016,04,2140
강원,전용면적 60제곱미터이하,2016,04,2143
강원,전용면적 60제곱미터초과 85제곱미터이하,2016,04,2183
강원,전용면적 85제곱미터초과 102제곱미터이하,2016,04,
강원,전용면적 102제곱미터초과,2016,04,2350
충북,모든면적,2016,04,1968
충북,전용면적 60제곱미터이하,2016,04,1915
충북,전용면적 60제곱미터초과 85제곱미터이하,2016,04,2010
충북,전용면적 85제곱미터초과 102제곱미터이하,2016,04,2276
충북,전용면적 102제곱미터초과,2016,04,2261
충남,모든면적,2016,04,2169
충남,전용면적 60제곱미터이하,2016,04,2295
충남,전용면적 60제곱미터초과 85제곱미터이하,2016,04,2160
충남,전용면적 85제곱미터초과 102제곱미터이하,2016,04,2541
충남,전용면적 102제곱미터초과,2016,04,2638
전북,모든면적,2016,04,1909
전북,전용면적 60제곱미터이하,2016,04,1900
전북,전용면적 60제곱미터초과 85제곱미터이하,2016,04,1916
전북,전용면적 85제곱미터초과 102제곱미터이하,2016,04,2269
전북,전용면적 102제곱미터초과,2016,04,2380
전남,모든면적,2016,04,1925
전남,전용면적 60제곱미터이하,2016,04,1989
전남,전용면적 60제곱미터초과 85제곱미터이하,2016,04,1923
전남,전용면적 85제곱미터초과 102제곱미터이하,2016,04,2262
전남,전용면적 102제곱미터초과,2016,04,2176
경북,모든면적,2016,04,2177
경북,전용면적 60제곱미터이하,2016,04,2171
경북,전용면적 60제곱미터초과 85제곱미터이하,2016,04,2189
경북,전용면적 85제곱미터초과 102제곱미터이하,2016,04,2675
경북,전용면적 102제곱미터초과,2016,04,2314
경남,모든면적,2016,04,2391
경남,전용면적 60제곱미터이하,2016,04,2413
경남,전용면적 60제곱미터초과 85제곱미터이하,2016,04,2389
경남,전용면적 85제곱미터초과 102제곱미터이하,2016,04,3176
경남,전용면적 102제곱미터초과,2016,04,2660
제주,모든면적,2016,04,2719
제주,전용면적 60제곱미터이하,2016,04,2853
제주,전용면적 60제곱미터초과 85제곱미터이하,2016,04,2752
제주,전용면적 85제곱미터초과 102제곱미터이하,2016,04,2725
제주,전용면적 102제곱미터초과,2016,04,2602
서울,모든면적,2016,05,6264
서울,전용면적 60제곱미터이하,2016,05,6638
서울,전용면적 60제곱미터초과 85제곱미터이하,2016,05,6205
서울,전용면적 85제곱미터초과 102제곱미터이하,2016,05,7725
서울,전용면적 102제곱미터초과,2016,05,6353
인천,모든면적,2016,05,3179
인천,전용면적 60제곱미터이하,2016,05,3323
인천,전용면적 60제곱미터초과 85제곱미터이하,2016,05,3147
인천,전용면적 85제곱미터초과 102제곱미터이하,2016,05,3367
인천,전용면적 102제곱미터초과,2016,05,4192
경기,모든면적,2016,05,3443
경기,전용면적 60제곱미터이하,2016,05,3720
경기,전용면적 60제곱미터초과 85제곱미터이하,2016,05,3443
경기,전용면적 85제곱미터초과 102제곱미터이하,2016,05,3370
경기,전용면적 102제곱미터초과,2016,05,3956
부산,모든면적,2016,05,3148
부산,전용면적 60제곱미터이하,2016,05,2977
부산,전용면적 60제곱미터초과 85제곱미터이하,2016,05,3071
부산,전용면적 85제곱미터초과 102제곱미터이하,2016,05,3096
부산,전용면적 102제곱미터초과,2016,05,3536
대구,모든면적,2016,05,3132
대구,전용면적 60제곱미터이하,2016,05,3385
대구,전용면적 60제곱미터초과 85제곱미터이하,2016,05,3166
대구,전용면적 85제곱미터초과 102제곱미터이하,2016,05,2539
대구,전용면적 102제곱미터초과,2016,05,2743
광주,모든면적,2016,05,2722
광주,전용면적 60제곱미터이하,2016,05,2567
광주,전용면적 60제곱미터초과 85제곱미터이하,2016,05,2723
광주,전용면적 85제곱미터초과 102제곱미터이하,2016,05,2754
광주,전용면적 102제곱미터초과,2016,05,3518
대전,모든면적,2016,05,2465
대전,전용면적 60제곱미터이하,2016,05,2582
대전,전용면적 60제곱미터초과 85제곱미터이하,2016,05,2427
대전,전용면적 85제곱미터초과 102제곱미터이하,2016,05,
대전,전용면적 102제곱미터초과,2016,05,
울산,모든면적,2016,05,3077
울산,전용면적 60제곱미터이하,2016,05,2600
울산,전용면적 60제곱미터초과 85제곱미터이하,2016,05,3080
울산,전용면적 85제곱미터초과 102제곱미터이하,2016,05,2663
울산,전용면적 102제곱미터초과,2016,05,2967
세종,모든면적,2016,05,2680
세종,전용면적 60제곱미터이하,2016,05,2656
세종,전용면적 60제곱미터초과 85제곱미터이하,2016,05,2699
세종,전용면적 85제곱미터초과 102제곱미터이하,2016,05,2654
세종,전용면적 102제곱미터초과,2016,05,2714
강원,모든면적,2016,05,2117
강원,전용면적 60제곱미터이하,2016,05,2113
강원,전용면적 60제곱미터초과 85제곱미터이하,2016,05,2150
강원,전용면적 85제곱미터초과 102제곱미터이하,2016,05,
강원,전용면적 102제곱미터초과,2016,05,2289
충북,모든면적,2016,05,1980
충북,전용면적 60제곱미터이하,2016,05,1925
충북,전용면적 60제곱미터초과 85제곱미터이하,2016,05,2024
충북,전용면적 85제곱미터초과 102제곱미터이하,2016,05,2276
충북,전용면적 102제곱미터초과,2016,05,2271
충남,모든면적,2016,05,2166
충남,전용면적 60제곱미터이하,2016,05,2301
충남,전용면적 60제곱미터초과 85제곱미터이하,2016,05,2150
충남,전용면적 85제곱미터초과 102제곱미터이하,2016,05,2554
충남,전용면적 102제곱미터초과,2016,05,2638
전북,모든면적,2016,05,1945
전북,전용면적 60제곱미터이하,2016,05,1909
전북,전용면적 60제곱미터초과 85제곱미터이하,2016,05,1955
전북,전용면적 85제곱미터초과 102제곱미터이하,2016,05,2269
전북,전용면적 102제곱미터초과,2016,05,2322
전남,모든면적,2016,05,1927
전남,전용면적 60제곱미터이하,2016,05,1989
전남,전용면적 60제곱미터초과 85제곱미터이하,2016,05,1925
전남,전용면적 85제곱미터초과 102제곱미터이하,2016,05,2262
전남,전용면적 102제곱미터초과,2016,05,2176
경북,모든면적,2016,05,2176
경북,전용면적 60제곱미터이하,2016,05,2171
경북,전용면적 60제곱미터초과 85제곱미터이하,2016,05,2189
경북,전용면적 85제곱미터초과 102제곱미터이하,2016,05,2675
경북,전용면적 102제곱미터초과,2016,05,2323
경남,모든면적,2016,05,2381
경남,전용면적 60제곱미터이하,2016,05,2423
경남,전용면적 60제곱미터초과 85제곱미터이하,2016,05,2380
경남,전용면적 85제곱미터초과 102제곱미터이하,2016,05,3278
경남,전용면적 102제곱미터초과,2016,05,2741
제주,모든면적,2016,05,2691
제주,전용면적 60제곱미터이하,2016,05,2853
제주,전용면적 60제곱미터초과 85제곱미터이하,2016,05,2712
제주,전용면적 85제곱미터초과 102제곱미터이하,2016,05,2708
제주,전용면적 102제곱미터초과,2016,05,2605
서울,모든면적,2016,06,6208
서울,전용면적 60제곱미터이하,2016,06,6562
서울,전용면적 60제곱미터초과 85제곱미터이하,2016,06,6218
서울,전용면적 85제곱미터초과 102제곱미터이하,2016,06,7732
서울,전용면적 102제곱미터초과,2016,06,6365
인천,모든면적,2016,06,3204
인천,전용면적 60제곱미터이하,2016,06,2981
인천,전용면적 60제곱미터초과 85제곱미터이하,2016,06,3353
인천,전용면적 85제곱미터초과 102제곱미터이하,2016,06,3453
인천,전용면적 102제곱미터초과,2016,06,3576
경기,모든면적,2016,06,3542
경기,전용면적 60제곱미터이하,2016,06,3781
경기,전용면적 60제곱미터초과 85제곱미터이하,2016,06,3539
경기,전용면적 85제곱미터초과 102제곱미터이하,2016,06,3334
경기,전용면적 102제곱미터초과,2016,06,4073
부산,모든면적,2016,06,3150
부산,전용면적 60제곱미터이하,2016,06,2972
부산,전용면적 60제곱미터초과 85제곱미터이하,2016,06,3069
부산,전용면적 85제곱미터초과 102제곱미터이하,2016,06,3253
부산,전용면적 102제곱미터초과,2016,06,3723
대구,모든면적,2016,06,3134
대구,전용면적 60제곱미터이하,2016,06,3385
대구,전용면적 60제곱미터초과 85제곱미터이하,2016,06,3165
대구,전용면적 85제곱미터초과 102제곱미터이하,2016,06,2839
대구,전용면적 102제곱미터초과,2016,06,2743
광주,모든면적,2016,06,2737
광주,전용면적 60제곱미터이하,2016,06,2567
광주,전용면적 60제곱미터초과 85제곱미터이하,2016,06,2743
광주,전용면적 85제곱미터초과 102제곱미터이하,2016,06,2754
광주,전용면적 102제곱미터초과,2016,06,3518
대전,모든면적,2016,06,2562
대전,전용면적 60제곱미터이하,2016,06,2648
대전,전용면적 60제곱미터초과 85제곱미터이하,2016,06,2547
대전,전용면적 85제곱미터초과 102제곱미터이하,2016,06,
대전,전용면적 102제곱미터초과,2016,06,
울산,모든면적,2016,06,3069
울산,전용면적 60제곱미터이하,2016,06,2557
울산,전용면적 60제곱미터초과 85제곱미터이하,2016,06,3074
울산,전용면적 85제곱미터초과 102제곱미터이하,2016,06,2663
울산,전용면적 102제곱미터초과,2016,06,2967
세종,모든면적,2016,06,2683
세종,전용면적 60제곱미터이하,2016,06,2715
세종,전용면적 60제곱미터초과 85제곱미터이하,2016,06,2704
세종,전용면적 85제곱미터초과 102제곱미터이하,2016,06,2660
세종,전용면적 102제곱미터초과,2016,06,2610
강원,모든면적,2016,06,2104
강원,전용면적 60제곱미터이하,2016,06,2099
강원,전용면적 60제곱미터초과 85제곱미터이하,2016,06,2136
강원,전용면적 85제곱미터초과 102제곱미터이하,2016,06,
강원,전용면적 102제곱미터초과,2016,06,2339
충북,모든면적,2016,06,2047
충북,전용면적 60제곱미터이하,2016,06,2007
충북,전용면적 60제곱미터초과 85제곱미터이하,2016,06,2108
충북,전용면적 85제곱미터초과 102제곱미터이하,2016,06,2276
충북,전용면적 102제곱미터초과,2016,06,2243
충남,모든면적,2016,06,2198
충남,전용면적 60제곱미터이하,2016,06,2299
충남,전용면적 60제곱미터초과 85제곱미터이하,2016,06,2188
충남,전용면적 85제곱미터초과 102제곱미터이하,2016,06,2614
충남,전용면적 102제곱미터초과,2016,06,2749
전북,모든면적,2016,06,1931
전북,전용면적 60제곱미터이하,2016,06,1909
전북,전용면적 60제곱미터초과 85제곱미터이하,2016,06,1940
전북,전용면적 85제곱미터초과 102제곱미터이하,2016,06,2269
전북,전용면적 102제곱미터초과,2016,06,2322
전남,모든면적,2016,06,1968
전남,전용면적 60제곱미터이하,2016,06,1989
전남,전용면적 60제곱미터초과 85제곱미터이하,2016,06,1964
전남,전용면적 85제곱미터초과 102제곱미터이하,2016,06,2364
전남,전용면적 102제곱미터초과,2016,06,2264
경북,모든면적,2016,06,2238
경북,전용면적 60제곱미터이하,2016,06,2133
경북,전용면적 60제곱미터초과 85제곱미터이하,2016,06,2256
경북,전용면적 85제곱미터초과 102제곱미터이하,2016,06,2675
경북,전용면적 102제곱미터초과,2016,06,2526
경남,모든면적,2016,06,2389
경남,전용면적 60제곱미터이하,2016,06,2463
